Date,Time Control,White,Black,White Rating,Black Rating,White Country,Black Country,Result,Did Jerry Win?,White Accuracy,Black Accuracy,Jerry Accuracy,Moves,Day_of_Week,Color_Played,Opponent Rating,Did Jerry Win numeric,Opponent Accuracy,Color_Played numeric
2022-09-28,1 min,CaptainVirgilHilts,Dizzyscar,956,949,International,United States,White,Loss,66.5,53.8,53.8,22,Wednesday,Black,956,0,66.5,-1
2022-09-28,1 min,Dizzyscar,Puravida1991,957,916,United States,Costa Rica,White,Win,58.6,78.8,58.6,31,Wednesday,White,916,1,78.8,1
2022-09-28,1 min,Dizzyscar,ChrisTremlett1,950,911,United States,New Zealand,White,Win,77.8,68.6,77.8,25,Wednesday,White,911,1,68.6,1
2022-09-28,1 min,solodolofolobolo,Dizzyscar,927,943,United States,United States,Black,Win,42.3,47.2,47.2,37,Wednesday,Black,927,1,42.3,-1
2022-09-28,1 min,Dizzyscar,GrebmesoRChess,935,963,United States,Venezuela,Black,Loss,75.6,91.2,75.6,23,Wednesday,White,963,0,91.2,1
2022-09-28,1 min,Sarvadnya789,Dizzyscar,1001,943,India,United States,White,Loss,56.4,57.6,57.6,44,Wednesday,Black,1001,0,56.4,-1
2022-09-28,1 min,Dizzyscar,vanIllian69,950,935,United States,North Macedonia,White,Win,61.9,53,61.9,19,Wednesday,White,935,1,53,1
2022-09-28,1 min,kedar0110,Dizzyscar,941,942,India,United States,Black,Win,78.1,71.3,71.3,37,Wednesday,Black,941,1,78.1,-1
2022-09-28,1 min,CharlesLiggett,Dizzyscar,903,934,United States,United States,Black,Win,77.5,74.9,74.9,31,Wednesday,Black,903,1,77.5,-1
2022-09-28,1 min,JTromburg,Dizzyscar,965,926,United States,United States,White,Loss,73.2,67.9,67.9,33,Wednesday,Black,965,0,73.2,-1
2022-09-28,1 min,Dizzyscar,icradle,933,950,United States,United States,White,Win,65.2,67.2,65.2,31,Wednesday,White,950,1,67.2,1
2022-09-28,1 min,Dizzyscar,banangunz,924,919,United States,United States,White,Win,56.3,63.8,56.3,21,Wednesday,White,919,1,63.8,1
2022-09-28,1 min,Dizzyscar,ProudRavenclaw11,916,872,United States,India,White,Win,61.8,67,61.8,37,Wednesday,White,872,1,67,1
2022-09-28,1 min,kolmas1,Dizzyscar,944,909,Czech Republic,United States,White,Loss,83.9,72.4,72.4,21,Wednesday,Black,944,0,83.9,-1
2022-09-28,1 min,loosepoose1,Dizzyscar,899,917,United States,United States,Black,Win,55.3,64.5,64.5,16,Wednesday,Black,899,1,55.3,-1
2022-09-28,1 min,Dizzyscar,WhyHaveThouDisgraced,909,851,United States,United States,White,Win,50.6,43.1,50.6,26,Wednesday,White,851,1,43.1,1
2022-09-28,1 min,predragaleksic666,Dizzyscar,913,902,Serbia,United States,White,Loss,90.2,82.9,82.9,18,Wednesday,Black,913,0,90.2,-1
2022-09-28,1 min,Dizzyscar,TheMemeTeam2019,910,920,United States,Israel,White,Win,75,72.4,75,10,Wednesday,White,920,1,72.4,1
2022-09-28,1 min,Dizzyscar,edzeos,901,954,United States,Scotland,Black,Loss,60.1,77.6,60.1,29,Wednesday,White,954,0,77.6,1
2022-09-28,1 min,crookedspine,Dizzyscar,939,908,Canada,United States,White,Loss,78.4,62.3,62.3,32,Wednesday,Black,939,0,78.4,-1
2022-09-28,1 min,leoxnv,Dizzyscar,916,916,Mexico,United States,White,Loss,69.3,47,47,13,Wednesday,Black,916,0,69.3,-1
2022-09-28,1 min,Jshmon,Dizzyscar,957,924,Philippines,United States,White,Loss,84.4,72.8,72.8,15,Wednesday,Black,957,0,84.4,-1
2022-09-28,1 min,Dizzyscar,EmilioGuarisley2024,932,880,United States,Venezuela,White,Win,77.5,65.7,77.5,33,Wednesday,White,880,1,65.7,1
2022-09-28,1 min,Dizzyscar,Mcmartins73,925,873,United States,Brazil,White,Win,62.7,60.1,62.7,26,Wednesday,White,873,1,60.1,1
2022-09-28,1 min,Dizzyscar,GMardones,918,907,United States,Chile,White,Win,61.1,71.7,61.1,33,Wednesday,White,907,1,71.7,1
2022-09-28,1 min,ejoe220,Dizzyscar,932,910,United States,United States,White,Loss,85.1,61.6,61.6,20,Wednesday,Black,932,0,85.1,-1
2022-09-28,1 min,Dizzyscar,JohnMcGuirk,918,868,United States,United States,White,Win,63.1,54.2,63.1,40,Wednesday,White,868,1,54.2,1
2022-09-28,1 min,bats23,Dizzyscar,905,911,Australia,United States,Black,Win,31.1,18.3,18.3,22,Wednesday,Black,905,1,31.1,-1
2022-09-28,1 min,j-glish,Dizzyscar,996,903,United States,United States,White,Loss,64.7,55.8,55.8,28,Wednesday,Black,996,0,64.7,-1
2022-09-28,1 min,Dizzyscar,nateldawgg,909,898,United States,United States,White,Win,80.5,73.3,80.5,56,Wednesday,White,898,1,73.3,1
2022-09-28,1 min,Dizzyscar,matiasr11,901,918,United States,Uruguay,White,Win,42,30.7,42,28,Wednesday,White,918,1,30.7,1
2022-09-28,1 min,AntoniusKingOfPawns,Dizzyscar,923,892,Canada,United States,White,Loss,59.8,60.4,60.4,55,Wednesday,Black,923,0,59.8,-1
2022-09-28,1 min,Dizzyscar,luizezgg,900,897,United States,Ecuador,Black,Loss,56.3,72.2,56.3,26,Wednesday,White,897,0,72.2,1
2022-09-28,1 min,luizezgg,Dizzyscar,889,908,Ecuador,United States,Draw,Draw,68.6,59.4,59.4,23,Wednesday,Black,889,0,68.6,-1
2022-09-28,1 min,Dizzyscar,luizezgg,908,889,United States,Ecuador,Black,Loss,61.6,71.7,61.6,48,Wednesday,White,889,0,71.7,1
2022-09-28,1 min,luizezgg,Dizzyscar,880,917,Ecuador,United States,Black,Win,71.6,73.5,73.5,45,Wednesday,Black,880,1,71.6,-1
2022-09-28,1 min,Comelover,Dizzyscar,961,909,United States,United States,White,Loss,74.2,70.4,70.4,39,Wednesday,Black,961,0,74.2,-1
2022-09-28,1 min,Dizzyscar,dgab3,916,930,United States,United States,White,Win,66.2,49.6,66.2,17,Wednesday,White,930,1,49.6,1
2022-09-28,1 min,Dizzyscar,SpaceTraveler86,907,921,United States,Mexico,Black,Loss,65,74.9,65,29,Wednesday,White,921,0,74.9,1
2022-09-28,1 min,aaronstinson97,Dizzyscar,928,915,Spain,United States,White,Loss,90.9,64.2,64.2,10,Wednesday,Black,928,0,90.9,-1
2022-09-28,1 min,2001jack,Dizzyscar,937,923,South Korea,United States,Black,Win,72.2,61.9,61.9,32,Wednesday,Black,937,1,72.2,-1
2022-09-28,1 min,Dizzyscar,Yachea,914,909,United States,United Kingdom,White,Win,32.1,36.7,32.1,15,Wednesday,White,909,1,36.7,1
2022-09-28,1 min,chemafm,Dizzyscar,914,906,Spain,United States,White,Loss,88.4,71.9,71.9,20,Wednesday,Black,914,0,88.4,-1
2022-09-28,1 min,Benboy2,Dizzyscar,906,914,Ireland,United States,White,Loss,73.6,67.6,67.6,53,Wednesday,Black,906,0,73.6,-1
2022-09-28,1 min,karambolages,Dizzyscar,926,923,France,United States,White,Loss,70.8,59.8,59.8,36,Wednesday,Black,926,0,70.8,-1
2022-09-28,1 min,Dizzyscar,Zzz310,931,944,United States,Switzerland,White,Win,85.2,67.4,85.2,18,Wednesday,White,944,1,67.4,1
2022-09-28,1 min,FruityCherry,Dizzyscar,926,922,Germany,United States,White,Loss,78.9,47.4,47.4,17,Wednesday,Black,926,0,78.9,-1
2022-09-28,1 min,Dizzyscar,hwangsaessi,930,975,United States,Hungary,Black,Loss,54.8,71.6,54.8,27,Wednesday,White,975,0,71.6,1
2022-09-28,1 min,Dizzyscar,nikolaynik,937,933,United States,Kazakhstan,White,Win,58.6,65.5,58.6,24,Wednesday,White,933,1,65.5,1
2022-09-28,1 min,Dizzyscar,OutlawPawn,929,921,United States,Mexico,Black,Loss,61.8,79.7,61.8,25,Wednesday,White,921,0,79.7,1
2022-09-28,1 min,Dizzyscar,jomet44,938,924,United States,India,Black,Loss,74,71.4,74,30,Wednesday,White,924,0,71.4,1
2022-09-28,1 min,jomet44,Dizzyscar,915,947,India,United States,Black,Win,32.8,41.2,41.2,17,Wednesday,Black,915,1,32.8,-1
2022-09-28,1 min,tayalgaurav,Dizzyscar,889,939,India,United States,Black,Win,63.8,69.4,69.4,37,Wednesday,Black,889,1,63.8,-1
2022-09-28,1 min,Dizzyscar,rajupatel89,932,944,United States,India,Black,Loss,68.6,76.7,68.6,39,Wednesday,White,944,0,76.7,1
2022-09-28,1 min,Dizzyscar,obadeshka,940,970,United States,Palestine,White,Win,66,57.9,66,49,Wednesday,White,970,1,57.9,1
2022-09-28,1 min,cavrass,Dizzyscar,895,931,Denmark,United States,Black,Win,73.3,64.6,64.6,19,Wednesday,Black,895,1,73.3,-1
2022-09-28,1 min,PietroCH811,Dizzyscar,869,924,Brazil,United States,Black,Win,58.2,52.9,52.9,36,Wednesday,Black,869,1,58.2,-1
2022-09-28,1 min,hsadurni,Dizzyscar,926,917,Mexico,United States,White,Loss,70.4,48.8,48.8,14,Wednesday,Black,926,0,70.4,-1
2022-09-28,1 min,Dizzyscar,Dark_Papino,925,924,United States,Venezuela,Black,Loss,55.6,74.5,55.6,34,Wednesday,White,924,0,74.5,1
2022-09-27,1 min,Dizzyscar,SENTAMIL,952,960,United States,India,Black,Loss,46.7,44.8,46.7,30,Tuesday,White,960,0,44.8,1
2022-09-27,1 min,Masud2master,Dizzyscar,940,960,Bangladesh,United States,White,Loss,88.7,64.3,64.3,17,Tuesday,Black,940,0,88.7,-1
2022-09-27,1 min,Darknet81,Dizzyscar,951,969,Italy,United States,Black,Win,34.5,24,24,22,Tuesday,Black,951,1,34.5,-1
2022-09-27,1 min,Dizzyscar,sami660,961,996,United States,United States,Black,Loss,64.6,72.5,64.6,41,Tuesday,White,996,0,72.5,1
2022-09-27,1 min,diredawa,Dizzyscar,926,969,Norway,United States,Black,Win,39.7,8.2,8.2,25,Tuesday,Black,926,1,39.7,-1
2022-09-27,1 min,Dizzyscar,Ferzilian,962,970,United States,Australia,Black,Loss,76.6,72.5,76.6,40,Tuesday,White,970,0,72.5,1
2022-09-27,1 min,SteveFlash2,Dizzyscar,955,970,United States,United States,Black,Win,67.1,70.7,70.7,51,Tuesday,Black,955,1,67.1,-1
2022-09-27,1 min,Eijicam,Dizzyscar,996,962,Peru,United States,White,Loss,93.6,70.4,70.4,10,Tuesday,Black,996,0,93.6,-1
2022-09-27,1 min,zmmille2,Dizzyscar,948,970,United States,United States,Black,Win,66.8,69.5,69.5,16,Tuesday,Black,948,1,66.8,-1
2022-09-27,1 min,Dizzyscar,Kandrzet,962,1086,United States,Poland,White,Win,57.7,47.9,57.7,27,Tuesday,White,1086,1,47.9,1
2022-09-27,1 min,Dizzyscar,piyushhumbe,951,903,United States,India,White,Win,69.9,68,69.9,29,Tuesday,White,903,1,68,1
2022-09-27,1 min,Dizzyscar,angadsinghkalra25,944,922,United States,India,White,Win,42.2,46,42.2,28,Tuesday,White,922,1,46,1
2022-09-27,1 min,Dizzyscar,max_cheese,936,995,United States,United States,Black,Loss,68.8,80.2,68.8,12,Tuesday,White,995,0,80.2,1
2022-09-27,1 min,Rondinella74,Dizzyscar,927,943,Italy,United States,White,Loss,71.6,62.4,62.4,28,Tuesday,Black,927,0,71.6,-1
2022-09-27,1 min,Dizzyscar,jpstracieri,952,987,United States,Brazil,Draw,Draw,70.7,77.5,70.7,56,Tuesday,White,987,0,77.5,1
2022-09-27,1 min,Dizzyscar,lambalar,951,897,United States,Türkiye,White,Win,54,44.9,54,28,Tuesday,White,897,1,44.9,1
2022-09-27,1 min,liberatell,Dizzyscar,897,944,United States,United States,Black,Win,60.6,53.2,53.2,38,Tuesday,Black,897,1,60.6,-1
2022-09-27,1 min,Dizzyscar,rogdan,937,906,United States,Brazil,Black,Loss,68.1,74.3,68.1,27,Tuesday,White,906,0,74.3,1
2022-09-27,1 min,HikariIsChillin,Dizzyscar,938,946,Brazil,United States,Black,Win,44.6,52.9,52.9,18,Tuesday,Black,938,1,44.6,-1
2022-09-27,1 min,Luka_Paraskevov,Dizzyscar,972,938,Ukraine,United States,White,Loss,52.2,48.4,48.4,41,Tuesday,Black,972,0,52.2,-1
2022-09-27,1 min,Nremas,Dizzyscar,901,946,Guatemala,United States,Black,Win,35,46.7,46.7,27,Tuesday,Black,901,1,35,-1
2022-09-27,1 min,Dizzyscar,EquilateralTriangle,939,944,United States,United States,White,Win,60.7,70,60.7,37,Tuesday,White,944,1,70,1
2022-09-27,1 min,nilsvs7,Dizzyscar,896,931,Wales,United States,Black,Win,42.1,45.7,45.7,40,Tuesday,Black,896,1,42.1,-1
2022-09-27,1 min,Dizzyscar,lkeb,923,921,United States,Bermuda,White,Win,62.1,68.4,62.1,36,Tuesday,White,921,1,68.4,1
2022-09-27,1 min,Dizzyscar,rahulsheth1016,915,920,United States,United States,White,Win,81,45,81,7,Tuesday,White,920,1,45,1
2022-09-27,1 min,Dizzyscar,Touville,907,931,United States,Galicia,Black,Loss,52.8,81.6,52.8,20,Tuesday,White,931,0,81.6,1
2022-09-27,1 min,Dizzyscar,justaguyfrom92,915,926,United States,United States,Black,Loss,25.8,20.8,25.8,35,Tuesday,White,926,0,20.8,1
2022-09-27,1 min,Dragonsevenstar,Dizzyscar,908,923,India,United States,White,Loss,55.8,54.7,54.7,47,Tuesday,Black,908,0,55.8,-1
2022-09-27,1 min,Dizzyscar,cfinck31,932,969,United States,United States,Draw,Draw,68.8,78.6,68.8,48,Tuesday,White,969,0,78.6,1
2022-09-27,1 min,SirajM12,Dizzyscar,888,931,Singapore,United States,Black,Win,63.2,57,57,30,Tuesday,Black,888,1,63.2,-1
2022-09-27,1 min,GrahamThaxton,Dizzyscar,946,924,Germany,United States,Black,Win,81.1,70.9,70.9,29,Tuesday,Black,946,1,81.1,-1
2022-09-27,1 min,Dizzyscar,kapilrocks4all,915,914,United States,India,White,Win,81.4,54.4,81.4,12,Tuesday,White,914,1,54.4,1
2022-09-27,1 min,queenmachine24,Dizzyscar,893,907,Denmark,United States,Black,Win,54.4,53.5,53.5,28,Tuesday,Black,893,1,54.4,-1
2022-09-27,1 min,aakashchaddha,Dizzyscar,857,899,India,United States,Black,Win,57.7,47.7,47.7,32,Tuesday,Black,857,1,57.7,-1
2022-09-27,1 min,ycor972,Dizzyscar,894,892,France,United States,White,Loss,78.5,63.2,63.2,28,Tuesday,Black,894,0,78.5,-1
2022-09-27,1 min,Dizzyscar,tupakinti,900,913,United States,Peru,White,Win,75.4,68.4,75.4,40,Tuesday,White,913,1,68.4,1
2022-09-27,1 min,Dizzyscar,Ghostuni,891,887,United States,United States,Black,Loss,63.7,75.2,63.7,33,Tuesday,White,887,0,75.2,1
2022-09-26,1 min,Dizzyscar,skyr1965,900,933,United States,Lebanon,White,Win,67.4,81.4,67.4,29,Monday,White,933,1,81.4,1
2022-09-26,1 min,Dizzyscar,ItsSoImportantToLove,891,967,United States,United States,Black,Loss,78.1,80.7,78.1,46,Monday,White,967,0,80.7,1
2022-09-26,1 min,Dizzyscar,QLU1,898,736,United States,Saudi Arabia,White,Win,76.2,74.9,76.2,24,Monday,White,736,1,74.9,1
2022-09-26,1 min,Dizzyscar,jc00395,893,906,United States,United States,Draw,Draw,71.3,75.5,71.3,36,Monday,White,906,0,75.5,1
2022-09-26,1 min,JohnnyChains22,Dizzyscar,920,886,Vietnam,United States,White,Loss,64.7,58.3,58.3,50,Monday,Black,920,0,64.7,-1
2022-09-26,1 min,Xpr13800,Dizzyscar,955,894,France,United States,White,Loss,79.6,77.1,77.1,55,Monday,Black,955,0,79.6,-1
2022-09-26,1 min,Dizzyscar,sivamkiran,901,980,United States,United States,Black,Loss,66.9,77.6,66.9,48,Monday,White,980,0,77.6,1
2022-09-26,1 min,hazruloner,Dizzyscar,912,908,India,United States,Black,Win,73.1,84.5,84.5,24,Monday,Black,912,1,73.1,-1
2022-09-26,1 min,Bruhsatool,Dizzyscar,944,900,United States,United States,White,Loss,40.5,50.1,50.1,27,Monday,Black,944,0,40.5,-1
2022-09-26,1 min,WarMachine800,Dizzyscar,957,907,United States,United States,White,Loss,69.2,56.7,56.7,30,Monday,Black,957,0,69.2,-1
2022-09-26,1 min,Dizzyscar,Tyrionforking,914,918,United States,United States,White,Win,59,58.3,59,32,Monday,White,918,1,58.3,1
2022-09-26,1 min,Dizzyscar,Cxa497,905,926,United States,Philippines,Black,Loss,63,74.5,63,37,Monday,White,926,0,74.5,1
2022-09-26,1 min,Dizzyscar,onyce,913,933,United States,Spain,Black,Loss,76.4,87.7,76.4,38,Monday,White,933,0,87.7,1
2022-09-26,1 min,Dizzyscar,Lijin1690,921,908,United States,United Arab Emirates,White,Win,64.7,68.1,64.7,22,Monday,White,908,1,68.1,1
2022-09-26,1 min,Dizzyscar,rao1964,913,916,United States,India,White,Win,67.6,78.3,67.6,31,Monday,White,916,1,78.3,1
2022-09-26,1 min,Aalon14,Dizzyscar,848,905,China,United States,Black,Win,62.8,78.3,78.3,30,Monday,Black,848,1,62.8,-1
2022-09-26,1 min,Dizzyscar,IvanInzz,898,1010,United States,Mexico,White,Win,67.1,68.1,67.1,41,Monday,White,1010,1,68.1,1
2022-09-26,1 min,dssche,Dizzyscar,879,887,United States,United States,Black,Win,91.7,77.9,77.9,7,Monday,Black,879,1,91.7,-1
2022-09-26,1 min,nojoyhere,Dizzyscar,916,879,Scotland,United States,White,Loss,91.7,67.6,67.6,15,Monday,Black,916,0,91.7,-1
2022-09-26,1 min,Talavera10,Dizzyscar,880,887,Nicaragua,United States,Black,Win,37.4,44.5,44.5,33,Monday,Black,880,1,37.4,-1
2022-09-26,1 min,Dizzyscar,Claudio251074,879,868,United States,Chile,Black,Loss,63.7,100,63.7,7,Monday,White,868,0,100,1
2022-09-26,1 min,dragonee3,Dizzyscar,901,888,United States,United States,White,Loss,74.5,69.3,69.3,29,Monday,Black,901,0,74.5,-1
2022-09-26,1 min,Dizzyscar,adamtreso,896,853,United States,Hungary,White,Win,43.9,31.5,43.9,14,Monday,White,853,1,31.5,1
2022-09-26,1 min,manish1274,Dizzyscar,910,888,India,United States,White,Loss,67.9,54.6,54.6,25,Monday,Black,910,0,67.9,-1
2022-09-26,1 min,Dizzyscar,uttamg911,896,900,United States,United States,White,Win,56,52.8,56,29,Monday,White,900,1,52.8,1
2022-09-26,1 min,Dizzyscar,GotNoTime,888,865,United States,United States,Black,Loss,41.3,54.5,41.3,16,Monday,White,865,0,54.5,1
2022-09-26,1 min,Dizzyscar,CosmosBoss,897,853,United States,Hong Kong,White,Win,42.6,24.4,42.6,28,Monday,White,853,1,24.4,1
2022-09-26,1 min,kiwibaser,Dizzyscar,907,890,New Zealand,United States,White,Loss,86.2,50.8,50.8,11,Monday,Black,907,0,86.2,-1
2022-09-25,1 min,Dizzyscar,Saanvhi,906,921,United States,India,White,Win,66.5,78.5,66.5,21,Sunday,White,921,1,78.5,1
2022-09-25,1 min,Dizzyscar,luke_castro,897,927,United States,United States,White,Win,55.6,51.4,55.6,19,Sunday,White,927,1,51.4,1
2022-09-25,1 min,CheezWizLuvR82,Dizzyscar,950,888,Canada,United States,White,Loss,66.4,64.4,64.4,44,Sunday,Black,950,0,66.4,-1
2022-09-25,1 min,WeMustBeOne,Dizzyscar,908,895,United States,United States,Black,Win,62.9,72.9,72.9,28,Sunday,Black,908,1,62.9,-1
2022-09-25,1 min,Dizzyscar,iamsopratik,886,943,United States,India,Black,Loss,51.6,56.2,51.6,13,Sunday,White,943,0,56.2,1
2022-09-24,1 min,OGDri,Dizzyscar,946,901,Switzerland,United States,White,Loss,56.4,52.4,52.4,9,Saturday,Black,946,0,56.4,-1
2022-09-24,1 min,Dizzyscar,Bendolabendit,908,846,United States,France,White,Win,83.5,65,83.5,24,Saturday,White,846,1,65,1
2022-09-24,1 min,Dizzyscar,bushmancowboy4,901,860,United States,United States,White,Win,57.3,55.4,57.3,32,Saturday,White,860,1,55.4,1
2022-09-24,1 min,laxmanbgp,Dizzyscar,877,894,India,United States,Black,Win,65.4,64.9,64.9,44,Saturday,Black,877,1,65.4,-1
2022-09-24,1 min,OrlandiKill,Dizzyscar,860,886,Argentina,United States,Black,Win,68.2,74.1,74.1,14,Saturday,Black,860,1,68.2,-1
2022-09-24,1 min,Dizzyscar,Yazidos,878,861,United States,Algeria,White,Win,65.1,74.2,65.1,24,Saturday,White,861,1,74.2,1
2022-09-24,1 min,bruhmoment66,Dizzyscar,869,870,Philippines,United States,White,Loss,53.4,31.1,31.1,18,Saturday,Black,869,0,53.4,-1
2022-09-24,1 min,sin911,Dizzyscar,857,878,Spain,United States,Black,Win,56.9,79.1,79.1,21,Saturday,Black,857,1,56.9,-1
2022-09-24,1 min,Dizzyscar,Svetkata1970,870,886,United States,United Kingdom,White,Win,72.1,59.4,72.1,25,Saturday,White,886,1,59.4,1
2022-09-23,1 min,Dizzyscar,Refusalon1,861,866,United States,Israel,White,Win,78.1,81,78.1,33,Friday,White,866,1,81,1
2022-09-23,1 min,eliseoPAN,Dizzyscar,846,852,Panama,United States,White,Loss,61.9,60,60,23,Friday,Black,846,0,61.9,-1
2022-09-23,1 min,Dizzyscar,ryanhering,861,895,United States,Norway,Black,Loss,46.4,38.1,46.4,25,Friday,White,895,0,38.1,1
2022-09-23,1 min,ruekwondo,Dizzyscar,924,869,South Korea,United States,White,Loss,56.5,57.9,57.9,13,Friday,Black,924,0,56.5,-1
2022-09-23,1 min,Dizzyscar,myusuf17,876,848,United States,United Kingdom,Black,Loss,74.6,83,74.6,37,Friday,White,848,0,83,1
2022-09-23,10 min,Dizzyscar,Jonnypaulus,991,260,United States,United States,Draw,Draw,57.1,63.4,57.1,23,Friday,White,260,0,63.4,1
2022-09-23,10 min,Jonnypaulus,Dizzyscar,260,991,United States,United States,Black,Win,28.2,38.3,38.3,8,Friday,Black,260,1,28.2,-1
2022-09-23,10 min,Dizzyscar,Jonnypaulus,991,260,United States,United States,White,Win,66,58.6,66,34,Friday,White,260,1,58.6,1
2022-09-23,10 min,Jonnypaulus,Dizzyscar,260,991,United States,United States,Black,Win,51.1,68.2,68.2,16,Friday,Black,260,1,51.1,-1
2022-09-23,10 min,Dizzyscar,Jonnypaulus,991,260,United States,United States,White,Win,82.7,12.4,82.7,6,Friday,White,260,1,12.4,1
2022-09-23,10 min,Jonnypaulus,Dizzyscar,260,991,United States,United States,Black,Win,65,66.8,66.8,27,Friday,Black,260,1,65,-1
2022-09-23,10 min,Dizzyscar,Jonnypaulus,991,260,United States,United States,White,Win,43,19.9,43,7,Friday,White,260,1,19.9,1
2022-09-23,1 min,tupakinti,Dizzyscar,869,885,Peru,United States,White,Loss,72,65.1,65.1,41,Friday,Black,869,0,72,-1
2022-09-23,1 min,Dizzyscar,SBUTPS,894,878,United States,United States,Black,Loss,53.9,76.3,53.9,18,Friday,White,878,0,76.3,1
2022-09-23,1 min,TonyLavoisier17,Dizzyscar,883,903,Mexico,United States,Black,Win,54.9,65,65,33,Friday,Black,883,1,54.9,-1
2022-09-22,1 min,Dizzyscar,djsoni,895,873,United States,India,White,Win,60.9,72.9,60.9,29,Thursday,White,873,1,72.9,1
2022-09-22,1 min,FlashGordon89,Dizzyscar,902,887,United Kingdom,United States,White,Loss,76.9,69.3,69.3,47,Thursday,Black,902,0,76.9,-1
2022-09-22,3 min,Dizzyscar,MaDdy023,825,781,United States,India,White,Win,74.1,78.1,74.1,32,Thursday,White,781,1,78.1,1
2022-09-21,1 min,Dizzyscar,Ahqthis,895,958,United States,Türkiye,White,Win,66.8,56.7,66.8,39,Wednesday,White,958,1,56.7,1
2022-09-21,1 min,Bennoni,Dizzyscar,837,885,Nigeria,United States,Black,Win,29,44.2,44.2,14,Wednesday,Black,837,1,29,-1
2022-09-21,1 min,Nuggetskates,Dizzyscar,914,878,United States,United States,White,Loss,44.6,45.7,45.7,24,Wednesday,Black,914,0,44.6,-1
2022-09-21,1 min,AssassinatorB,Dizzyscar,934,885,Israel,United States,White,Loss,71.2,20.4,20.4,7,Wednesday,Black,934,0,71.2,-1
2022-09-21,1 min,Dizzyscar,redernest,892,892,United States,Philippines,White,Win,68.5,70.9,68.5,34,Wednesday,White,892,1,70.9,1
2022-09-20,1 min,Dizzyscar,crakhed,884,850,United States,United States,White,Win,53.3,60.4,53.3,37,Tuesday,White,850,1,60.4,1
2022-09-20,1 min,Dizzyscar,2001jack,876,902,United States,South Korea,Black,Loss,69.7,84.8,69.7,47,Tuesday,White,902,0,84.8,1
2022-09-20,3 min,Dizzyscar,Dhruv2209,818,864,United States,India,Black,Loss,57.7,68.8,57.7,22,Tuesday,White,864,0,68.8,1
2022-09-20,1 min,exipnos022,Dizzyscar,998,884,Greece,United States,White,Loss,48.5,40.7,40.7,18,Tuesday,Black,998,0,48.5,-1
2022-09-20,1 min,IzvarinArtem,Dizzyscar,823,890,Ukraine,United States,White,Loss,42.2,43.1,43.1,28,Tuesday,Black,823,0,42.2,-1
2022-09-19,3 min,Dizzyscar,TonyInMyCity,825,815,United States,Canada,White,Win,71.6,61.4,71.6,28,Monday,White,815,1,61.4,1
2022-09-19,3 min,jordiecat28,Dizzyscar,849,817,United States,United States,White,Loss,94.5,78.1,78.1,12,Monday,Black,849,0,94.5,-1
2022-09-19,3 min,Dizzyscar,urgroot,825,846,United States,India,Black,Loss,61,70.3,61,35,Monday,White,846,0,70.3,1
2022-09-19,3 min,ajaythote,Dizzyscar,837,833,India,United States,White,Loss,71,65.8,65.8,40,Monday,Black,837,0,71,-1
2022-09-19,1 min,Dizzyscar,Abhi25260,900,865,United States,India,White,Win,74.2,63.6,74.2,25,Monday,White,865,1,63.6,1
2022-09-19,1 min,moonnght,Dizzyscar,968,892,Costa Rica,United States,White,Loss,89,73.3,73.3,25,Monday,Black,968,0,89,-1
2022-09-19,1 min,jedidiahgna,Dizzyscar,887,899,United States,United States,Black,Win,50.4,63.9,63.9,26,Monday,Black,887,1,50.4,-1
2022-09-19,1 min,Dizzyscar,EldenLord232,891,845,United States,Philippines,White,Win,69.3,70.2,69.3,32,Monday,White,845,1,70.2,1
